duration,data,name,provider,data_in_mb,price,is_promo
7,1,Local Zambia - 7 Days - 1 GB,telna,1024,9.59,False
15,5,Local Laos - 15 Days - 5 GB,telna,5120,36.99,False
15,3,Local Laos - 15 Days - 3 GB,telna,3072,22.99,False
7,2,Local Laos - 7 Days - 2 GB,telna,2048,15.99,False
7,1,Local Laos - 7 Days - 1 GB,telna,1024,9.29,False
30,20,Local Slovakia - 30 Days - 20 GB,telna,20480,38.99,False
30,10,Local Slovakia - 30 Days - 10 GB,telna,10240,20.89,False
15,5,Local Slovakia - 15 Days - 5 GB,telna,5120,12.39,False
15,3,Local Slovakia - 15 Days - 3 GB,telna,3072,8.59,False
7,2,Local Slovakia - 7 Days - 2 GB,telna,2048,6.19,False
7,1,Local Slovakia - 7 Days - 1 GB,telna,1024,4.39,False
1,1,Local Slovakia - 1 Day - 1 GB,telna,1024,0.89,False
1,0,Local Slovakia - 1 Day - 500 MB,telna,500,0.59,False
30,20,Local Latvia - 30 Days - 20 GB,telna,20480,30.39,False
30,10,Local Latvia - 30 Days - 10 GB,telna,10240,19.99,False
15,5,Local Latvia - 15 Days - 5 GB,telna,5120,12.39,False
15,3,Local Latvia - 15 Days - 3 GB,telna,3072,8.99,False
7,2,Local Latvia - 7 Days - 2 GB,telna,2048,6.99,False
7,1,Local Latvia - 7 Days - 1 GB,telna,1024,4.29,False
1,1,Local Latvia - 1 Day - 1 GB,telna,1024,0.89,False
1,0,Local Latvia - 1 Day - 500 MB,telna,500,0.59,False
15,5,Local Mozambique - 15 Days - 5 GB,telna,5120,31.99,False
15,3,Local Mozambique - 15 Days - 3 GB,telna,3072,19.99,False
7,2,Local Mozambique - 7 Days - 2 GB,telna,2048,12.99,False
7,1,Local Mozambique - 7 Days - 1 GB,telna,1024,7.89,False
30,20,Local Estonia - 30 Days - 20 GB,telna,20480,26.99,False
30,10,Local Estonia - 30 Days - 10 GB,telna,10240,18.09,False
15,5,Local Estonia - 15 Days - 5 GB,telna,5120,11.39,False
15,3,Local Estonia - 15 Days - 3 GB,telna,3072,8.09,False
7,2,Local Estonia - 7 Days - 2 GB,telna,2048,6.69,False
7,1,Local Estonia - 7 Days - 1 GB,telna,1024,4.29,False
1,1,Local Estonia - 1 Day - 1 GB,telna,1024,0.89,False
1,0,Local Estonia - 1 Day - 500 MB,telna,500,0.59,False
15,3,Local Kosovo - 15 Days - 3 GB,telna,3072,22.99,False
7,2,Local Kosovo - 7 Days - 2 GB,telna,2048,14.39,False
7,1,Local Kosovo - 7 Days - 1 GB,telna,1024,8.39,False
15,5,Local Cayman Islands - 15 Days - 5 GB,telna,5120,64.99,False
15,3,Local Cayman Islands - 15 Days - 3 GB,telna,3072,37.99,False
7,2,Local Cayman Islands - 7 Days - 2 GB,telna,2048,25.99,False
7,1,Local Cayman Islands - 7 Days - 1 GB,telna,1024,13.99,False
15,3,"Local Palestine, State of - 15 Days - 3 GB",telna,3072,32.99,False
7,2,"Local Palestine, State of - 7 Days - 2 GB",telna,2048,22.99,False
7,1,"Local Palestine, State of - 7 Days - 1 GB",telna,1024,13.99,False
15,5,Local Paraguay - 15 Days - 5 GB,telna,5120,33.29,False
15,3,Local Paraguay - 15 Days - 3 GB,telna,3072,21.39,False
7,2,Local Paraguay - 7 Days - 2 GB,telna,2048,15.19,False
7,1,Local Paraguay - 7 Days - 1 GB,telna,1024,8.29,False
15,5,Local Rwanda - 15 Days - 5 GB,telna,5120,35.99,False
15,3,Local Rwanda - 15 Days - 3 GB,telna,3072,21.39,False
7,2,Local Rwanda - 7 Days - 2 GB,telna,2048,14.59,False
7,1,Local Rwanda - 7 Days - 1 GB,telna,1024,8.39,False
30,20,Local San Marino - 30 Days - 20 GB,telna,20480,27.99,False
30,10,Local San Marino - 30 Days - 10 GB,telna,10240,20.99,False
15,5,Local San Marino - 15 Days - 5 GB,telna,5120,14.99,False
15,3,Local San Marino - 15 Days - 3 GB,telna,3072,10.99,False
7,2,Local San Marino - 7 Days - 2 GB,telna,2048,7.99,False
7,1,Local San Marino - 7 Days - 1 GB,telna,1024,4.99,False
1,1,Local San Marino - 1 Day - 1 GB,telna,1024,0.89,False
1,0,Local San Marino - 1 Day - 500 MB,telna,500,0.59,False
30,20,Local Slovenia - 30 Days - 20 GB,telna,20480,43.69,False
30,10,Local Slovenia - 30 Days - 10 GB,telna,10240,21.39,False
15,5,Local Slovenia - 15 Days - 5 GB,telna,5120,14.29,False
15,3,Local Slovenia - 15 Days - 3 GB,telna,3072,9.49,False
7,2,Local Slovenia - 7 Days - 2 GB,telna,2048,7.89,False
7,1,Local Slovenia - 7 Days - 1 GB,telna,1024,4.79,False
1,1,Local Slovenia - 1 Day - 1 GB,telna,1024,0.89,False
1,0,Local Slovenia - 1 Day - 500 MB,telna,500,0.59,False
7,2,Local Turks and Caicos Islands - 7 Days - 2 GB,telna,2048,27.79,False
7,1,Local Turks and Caicos Islands - 7 Days - 1 GB,telna,1024,14.49,False
15,3,Local Cameroon - 15 Days - 3 GB,telna,3072,24.99,False
7,2,Local Cameroon - 7 Days - 2 GB,telna,2048,17.99,False
7,1,Local Cameroon - 7 Days - 1 GB,telna,1024,9.99,False
15,5,Local Faroe Islands - 15 Days - 5 GB,telna,5120,29.99,False
7,2,Local Faroe Islands - 7 Days - 2 GB,telna,2048,13.99,False
7,1,Local Faroe Islands - 7 Days - 1 GB,telna,1024,7.49,False
15,5,Local Martinique - 15 Days - 5 GB,telna,5120,30.39,False
15,3,Local Martinique - 15 Days - 3 GB,telna,3072,18.39,False
7,2,Local Martinique - 7 Days - 2 GB,telna,2048,12.29,False
7,1,Local Martinique - 7 Days - 1 GB,telna,1024,7.09,False
7,2,Local Saint Lucia - 7 Days - 2 GB,telna,2048,28.99,False
7,1,Local Saint Lucia - 7 Days - 1 GB,telna,1024,16.99,False
30,10,Local Guernsey - 30 Days - 10 GB,telna,10240,25.99,False
15,5,Local Guernsey - 15 Days - 5 GB,telna,5120,13.89,False
15,3,Local Guernsey - 15 Days - 3 GB,telna,3072,8.99,False
7,2,Local Guernsey - 7 Days - 2 GB,telna,2048,6.09,False
7,1,Local Guernsey - 7 Days - 1 GB,telna,1024,3.39,False
1,1,Local Guernsey - 1 Day - 1 GB,telna,1024,0.99,False
1,0,Local Guernsey - 1 Day - 500 MB,telna,500,0.69,False
7,2,Local Guinea - 7 Days - 2 GB,telna,2048,17.89,False
7,1,Local Guinea - 7 Days - 1 GB,telna,1024,10.39,False
7,1,Local Guyana - 7 Days - 1 GB,telna,1024,34.49,False
30,20,Local Jersey - 30 Days - 20 GB,telna,20480,41.99,False
30,10,Local Jersey - 30 Days - 10 GB,telna,10240,24.99,False
15,5,Local Jersey - 15 Days - 5 GB,telna,5120,14.99,False
15,3,Local Jersey - 15 Days - 3 GB,telna,3072,9.99,False
7,2,Local Jersey - 7 Days - 2 GB,telna,2048,7.99,False
7,1,Local Jersey - 7 Days - 1 GB,telna,1024,9.29,False
1,1,Local Jersey - 1 Day - 1 GB,telna,1024,0.89,False
1,0,Local Jersey - 1 Day - 500 MB,telna,500,0.59,False
7,2,Local Palau - 7 Days - 2 GB,telna,2048,49.99,False
7,1,Local Palau - 7 Days - 1 GB,telna,1024,27.99,False
15,3,Local Papua New Guinea - 15 Days - 3 GB,telna,3072,35.99,False
7,2,Local Papua New Guinea - 7 Days - 2 GB,telna,2048,24.99,False
7,1,Local Papua New Guinea - 7 Days - 1 GB,telna,1024,13.99,False
7,2,Local Senegal - 7 Days - 2 GB,telna,2048,26.29,False
7,1,Local Senegal - 7 Days - 1 GB,telna,1024,15.99,False
15,3,Local Afghanistan - 15 Days - 3 GB,telna,3072,25.99,False
7,2,Local Afghanistan - 7 Days - 2 GB,telna,2048,20.99,False
7,1,Local Afghanistan - 7 Days - 1 GB,telna,1024,12.99,False
15,3,Local Botswana - 15 Days - 3 GB,telna,3072,22.99,False
7,2,Local Botswana - 7 Days - 2 GB,telna,2048,14.99,False
7,1,Local Botswana - 7 Days - 1 GB,telna,1024,8.99,False
7,2,Local Dominica - 7 Days - 2 GB,telna,2048,28.99,False
7,1,Local Dominica - 7 Days - 1 GB,telna,1024,16.99,False
15,3,Local Greenland - 15 Days - 3 GB,telna,3072,32.99,False
7,2,Local Greenland - 7 Days - 2 GB,telna,2048,21.99,False
7,1,Local Greenland - 7 Days - 1 GB,telna,1024,11.99,False
15,5,Local Guadeloupe - 15 Days - 5 GB,telna,5120,25.99,False
15,3,Local Guadeloupe - 15 Days - 3 GB,telna,3072,15.59,False
7,2,Local Guadeloupe - 7 Days - 2 GB,telna,2048,10.39,False
7,1,Local Guadeloupe - 7 Days - 1 GB,telna,1024,6.09,False
30,20,Local Isle of Man - 30 Days - 20 GB,telna,20480,45.99,False
30,10,Local Isle of Man - 30 Days - 10 GB,telna,10240,27.59,False
15,5,Local Isle of Man - 15 Days - 5 GB,telna,5120,16.19,False
15,3,Local Isle of Man - 15 Days - 3 GB,telna,3072,11.39,False
7,2,Local Isle of Man - 7 Days - 2 GB,telna,2048,7.99,False
7,1,Local Isle of Man - 7 Days - 1 GB,telna,1024,4.79,False
1,1,Local Isle of Man - 1 Day - 1 GB,telna,1024,0.89,False
1,0,Local Isle of Man - 1 Day - 500 MB,telna,500,0.59,False
7,2,Local Jordan - 7 Days - 2 GB,telna,2048,23.99,False
7,1,Local Jordan - 7 Days - 1 GB,telna,1024,13.49,False
15,5,Local Lesotho - 15 Days - 5 GB,telna,5120,49.99,False
15,3,Local Lesotho - 15 Days - 3 GB,telna,3072,29.99,False
7,2,Local Lesotho - 7 Days - 2 GB,telna,2048,17.99,False
7,1,Local Lesotho - 7 Days - 1 GB,telna,1024,9.29,False
30,20,Local Liechtenstein - 30 Days - 20 GB,telna,20480,30.39,False
30,10,Local Liechtenstein - 30 Days - 10 GB,telna,10240,19.99,False
15,5,Local Liechtenstein - 15 Days - 5 GB,telna,5120,12.39,False
15,3,Local Liechtenstein - 15 Days - 3 GB,telna,3072,8.99,False
7,2,Local Liechtenstein - 7 Days - 2 GB,telna,2048,6.69,False
7,1,Local Liechtenstein - 7 Days - 1 GB,telna,1024,4.49,False
1,1,Local Liechtenstein - 1 Day - 1 GB,telna,1024,0.89,False
1,0,Local Liechtenstein - 1 Day - 500 MB,telna,500,0.59,False
30,20,Local Luxembourg - 30 Days - 20 GB,telna,20480,32.29,False
30,10,Local Luxembourg - 30 Days - 10 GB,telna,10240,20.89,False
15,5,Local Luxembourg - 15 Days - 5 GB,telna,5120,12.79,False
15,3,Local Luxembourg - 15 Days - 3 GB,telna,3072,8.99,False
7,2,Local Luxembourg - 7 Days - 2 GB,telna,2048,7.09,False
7,1,Local Luxembourg - 7 Days - 1 GB,telna,1024,4.49,False
1,1,Local Luxembourg - 1 Day - 1 GB,telna,1024,0.89,False
1,0,Local Luxembourg - 1 Day - 500 MB,telna,500,0.59,False
7,1,Local Mauritius - 7 Days - 1 GB,telna,1024,28.49,False
15,3,Local Netherlands Antilles - 15 Days - 3 GB,telna,3072,49.99,False
7,2,Local Netherlands Antilles - 7 Days - 2 GB,telna,2048,33.99,False
7,1,Local Netherlands Antilles - 7 Days - 1 GB,telna,1024,17.99,False
15,3,Local Saint Martin - 15 Days - 3 GB,telna,3072,26.99,False
7,2,Local Saint Martin - 7 Days - 2 GB,telna,2048,17.99,False
7,1,Local Saint Martin - 7 Days - 1 GB,telna,1024,10.49,False
7,2,Local Andorra - 7 Days - 2 GB,telna,2048,24.99,False
7,1,Local Andorra - 7 Days - 1 GB,telna,1024,17.99,False
7,1,Local Maldives - 7 Days - 1 GB,telna,1024,69.99,False
7,2,Local Saint Kitts and Nevis - 7 Days - 2 GB,telna,2048,25.23,False
7,1,Local Saint Kitts and Nevis - 7 Days - 1 GB,telna,1024,14.99,False
7,1,Local Seychelles - 7 Days - 1 GB,telna,1024,23.99,False
7,2,Local Virgin Islands (British) - 7 Days - 2 GB,telna,2048,28.99,False
7,1,Local Virgin Islands (British) - 7 Days - 1 GB,telna,1024,15.39,False
7,2,Local Anguilla - 7 Days - 2 GB,telna,2048,38.99,False
7,1,Local Anguilla - 7 Days - 1 GB,telna,1024,19.99,False
15,5,Local Congo (the Democratic Republic of the) - 15 Days - 5 GB,telna,5120,37.99,False
15,3,Local Congo (the Democratic Republic of the) - 15 Days - 3 GB,telna,3072,24.19,False
7,2,Local Congo (the Democratic Republic of the) - 7 Days - 2 GB,telna,2048,16.99,False
7,1,Local Congo (the Democratic Republic of the) - 7 Days - 1 GB,telna,1024,9.19,False
7,1,Local Cura莽ao - 7 Days - 1 GB,telna,1024,44.99,False
15,3,Local Grenada - 15 Days - 3 GB,telna,3072,44.99,False
7,2,Local Grenada - 7 Days - 2 GB,telna,2048,25.19,False
7,1,Local Grenada - 7 Days - 1 GB,telna,1024,13.49,False
15,3,Local Guam - 15 Days - 3 GB,telna,3072,29.99,False
7,2,Local Guam - 7 Days - 2 GB,telna,2048,21.99,False
7,1,Local Guam - 7 Days - 1 GB,telna,1024,12.99,False
15,5,Local Liberia - 15 Days - 5 GB,telna,5120,45.99,False
15,3,Local Liberia - 15 Days - 3 GB,telna,3072,26.29,False
7,2,Local Liberia - 7 Days - 2 GB,telna,2048,17.39,False
7,1,Local Liberia - 7 Days - 1 GB,telna,1024,9.99,False
7,1,Local Madagascar - 7 Days - 1 GB,telna,1024,21.99,False
15,5,Local Mayotte - 15 Days - 5 GB,telna,5120,27.99,False
15,3,Local Mayotte - 15 Days - 3 GB,telna,3072,15.99,False
7,2,Local Mayotte - 7 Days - 2 GB,telna,2048,10.39,False
7,1,Local Mayotte - 7 Days - 1 GB,telna,1024,5.99,False
15,3,Local Mongolia - 15 Days - 3 GB,telna,3072,32.99,False
7,2,Local Mongolia - 7 Days - 2 GB,telna,2048,19.99,False
7,1,Local Mongolia - 7 Days - 1 GB,telna,1024,12.99,False
7,1,Local Saint Barth茅lemy - 7 Days - 1 GB,telna,1024,27.99,False
15,3,Local Saint Vincent and the Grenadines - 15 Days - 3 GB,telna,3072,41.99,False
7,2,Local Saint Vincent and the Grenadines - 7 Days - 2 GB,telna,2048,25.59,False
7,1,Local Saint Vincent and the Grenadines - 7 Days - 1 GB,telna,1024,14.69,False
15,5,Local Sudan - 15 Days - 5 GB,telna,5120,43.99,False
15,3,Local Sudan - 15 Days - 3 GB,telna,3072,26.99,False
7,2,Local Sudan - 7 Days - 2 GB,telna,2048,18.99,False
7,1,Local Sudan - 7 Days - 1 GB,telna,1024,9.99,False
15,5,Local Uganda - 15 Days - 5 GB,telna,5120,34.99,False
15,3,Local Uganda - 15 Days - 3 GB,telna,3072,22.79,False
7,2,Local Uganda - 7 Days - 2 GB,telna,2048,15.99,False
7,1,Local Uganda - 7 Days - 1 GB,telna,1024,8.59,False
15,3,Local Yemen - 15 Days - 3 GB,telna,3072,26.99,False
7,2,Local Yemen - 7 Days - 2 GB,telna,2048,18.99,False
7,1,Local Yemen - 7 Days - 1 GB,telna,1024,10.99,False
7,1,Local Benin - 7 Days - 1 GB,telna,1024,25.99,False
7,1,Local Bermuda - 7 Days - 1 GB,telna,1024,33.99,False
7,2,Local Burkina Faso - 7 Days - 2 GB,telna,2048,23.99,False
7,1,Local Burkina Faso - 7 Days - 1 GB,telna,1024,13.99,False
7,1,Local Chad - 7 Days - 1 GB,telna,1024,21.99,False
15,5,Local French Guiana - 15 Days - 5 GB,telna,5120,34.99,False
15,3,Local French Guiana - 15 Days - 3 GB,telna,3072,21.99,False
7,2,Local French Guiana - 7 Days - 2 GB,telna,2048,15.99,False
7,1,Local French Guiana - 7 Days - 1 GB,telna,1024,8.19,False
7,1,Local French Polynesia - 7 Days - 1 GB,telna,1024,53.99,False
7,1,Local Gabon - 7 Days - 1 GB,telna,1024,21.59,False
7,2,Local Guinea-Bissau - 7 Days - 2 GB,telna,2048,17.89,False
7,1,Local Guinea-Bissau - 7 Days - 1 GB,telna,1024,10.39,False
7,2,Local Haiti - 7 Days - 2 GB,telna,2048,37.99,False
7,1,Local Haiti - 7 Days - 1 GB,telna,1024,22.99,False
7,1,Local Kiribati - 7 Days - 1 GB,telna,1024,29.99,False
15,3,Local Malawi - 15 Days - 3 GB,telna,3072,24.99,False
7,2,Local Malawi - 7 Days - 2 GB,telna,2048,16.99,False
7,1,Local Malawi - 7 Days - 1 GB,telna,1024,9.29,False
15,3,Local Montserrat - 15 Days - 3 GB,telna,3072,42.99,False
7,2,Local Montserrat - 7 Days - 2 GB,telna,2048,26.99,False
7,1,Local Montserrat - 7 Days - 1 GB,telna,1024,15.39,False
7,1,Local Nauru - 7 Days - 1 GB,telna,1024,29.49,False
7,1,Local Niger - 7 Days - 1 GB,telna,1024,21.99,False
7,1,Local Samoa - 7 Days - 1 GB,telna,1024,27.99,False
7,1,Local Suriname - 7 Days - 1 GB,telna,1024,44.99,False
15,3,Local Swaziland - 15 Days - 3 GB,telna,3072,32.99,False
7,2,Local Swaziland - 7 Days - 2 GB,telna,2048,18.99,False
7,1,Local Swaziland - 7 Days - 1 GB,telna,1024,10.59,False
7,1,Local Tonga - 7 Days - 1 GB,telna,1024,27.99,False
7,1,Local Vanuatu - 7 Days - 1 GB,telna,1024,38.99,False
180,20,Local Europe Explorer - 180 Days - 20 GB,telna,20480,17.49,False
60,10,Local Europe Explorer - 60 Days - 10 GB,telna,10240,8.89,False
30,5,Local Europe Explorer - 30 Days - 5 GB,telna,5120,5.49,False
15,3,Local Europe Explorer - 15 Days - 3 GB,telna,3072,3.49,False
7,1,Local Europe Explorer - 7 Days - 1 GB,telna,1024,1.59,False
1,1,Local Europe Explorer - 1 Day - 1 GB,telna,1024,0.99,False
1,0,Local Europe Explorer - 1 Day - 500 MB,telna,500,0.69,False
180,20,Local Asia Explorer - 180 Days - 20 GB,telna,20480,21.99,False
60,10,Local Asia Explorer - 60 Days - 10 GB,telna,10240,13.99,False
30,5,Local Asia Explorer - 30 Days - 5 GB,telna,5120,8.99,False
15,3,Local Asia Explorer - 15 Days - 3 GB,telna,3072,4.99,False
7,1,Local Asia Explorer - 7 Days - 1 GB,telna,1024,2.49,False
1,0,Local Asia Explorer - 1 - 200 MB,telna,200,0.49,False
30,20,Local South America Explorer - 30 Days - 20 GB,telna,20480,39.99,False
30,10,Local South America Explorer - 30 Days - 10 GB,telna,10240,19.99,False
15,5,Local South America Explorer - 15 Days - 5 GB,telna,5120,13.99,False
15,3,Local South America Explorer - 15 Days - 3 GB,telna,3072,10.79,False
7,1,Local South America Explorer - 7 Days - 1 GB,telna,1024,4.89,False
1,0,Local South America Explorer - 1 - 200 MB,telna,200,0.79,False
30,20,Local North America Explorer - 30 Days - 20 GB,telna,20480,33.99,False
30,10,Local North America Explorer - 30 Days - 10 GB,telna,10240,16.99,False
15,5,Local North America Explorer - 15 Days - 5 GB,telna,5120,9.99,False
15,3,Local North America Explorer - 15 Days - 3 GB,telna,3072,6.99,False
7,1,Local North America Explorer - 7 Days - 1 GB,telna,1024,2.99,False
1,1,Local North America Explorer - 1 Day - 1 GB,telna,1024,0.99,False
1,0,Local North America Explorer - 1 Day - 500 MB,telna,500,0.69,False
30,10,Local YO Asia Explorer - 30 Days - 10 GB,telna,10240,15.79,False
15,5,Local YO Asia Explorer - 15 Days - 5 GB,telna,5120,12.39,False
15,3,Local YO Asia Explorer - 15 Days - 3 GB,telna,3072,8.19,False
7,1,Local YO Asia Explorer - 7 Days - 1 GB,telna,1024,3.19,False
30,10,Local Caribbean Islands Explorer - 30 Days - 10 GB,telna,10240,59.99,False
15,5,Local Caribbean Islands Explorer - 15 Days - 5 GB,telna,5120,37.99,False
15,3,Local Caribbean Islands Explorer - 15 Days - 3 GB,telna,3072,23.99,False
7,1,Local Caribbean Islands Explorer - 7 Days - 1 GB,telna,1024,9.99,False
1,0,Local Caribbean Islands Explorer - 1 - 200 MB,telna,200,0.99,False
30,10,Local Backpacker - 30 Days - 10 GB,telna,10240,59.99,False
15,5,Local Backpacker - 15 Days - 5 GB,telna,5120,29.99,False
15,3,Local Backpacker - 15 Days - 3 GB,telna,3072,18.99,False
7,1,Local Backpacker - 7 Days - 1 GB,telna,1024,6.29,False
1,1,Local Backpacker - 1 Day - 1 GB,telna,1024,1.99,False
1,0,Local Backpacker - 1 Day - 500 MB,telna,500,0.99,False
30,20,Local North America Explorer + - 30 Days - 20 GB,telna,20480,69.99,False
30,10,Local North America Explorer + - 30 Days - 10 GB,telna,10240,39.99,False
15,5,Local North America Explorer + - 15 Days - 5 GB,telna,5120,19.99,False
15,3,Local North America Explorer + - 15 Days - 3 GB,telna,3072,12.99,False
7,1,Local North America Explorer + - 7 Days - 1 GB,telna,1024,4.99,False
1,0,Local North America Explorer + - 1 - 200 MB,telna,200,0.59,False
30,10,Local Middle East Explorer  - 30 Days - 10 GB,telna,10240,34.99,False
15,5,Local Middle East Explorer  - 15 Days - 5 GB,telna,5120,19.99,False
15,3,Local Middle East Explorer  - 15 Days - 3 GB,telna,3072,11.99,False
7,1,Local Middle East Explorer  - 7 Days - 1 GB,telna,1024,4.98,False
1,0,Local Middle East Explorer  - 1 - 200 MB,telna,200,0.59,False
30,10,Local Caribbean Explorer + - 30 Days - 10 GB,telna,10240,63.99,False
15,5,Local Caribbean Explorer + - 15 Days - 5 GB,telna,5120,44.99,False
15,3,Local Caribbean Explorer + - 15 Days - 3 GB,telna,3072,35.99,False
7,1,Local Caribbean Explorer + - 7 Days - 1 GB,telna,1024,14.99,False
1,0,Local Caribbean Explorer + - 1 - 100 MB,telna,100,0.99,False
30,20,Local The Americas Explorer - 30 Days - 20 GB,telna,20480,69.99,False
30,10,Local The Americas Explorer - 30 Days - 10 GB,telna,10240,37.99,False
15,5,Local The Americas Explorer - 15 Days - 5 GB,telna,5120,26.99,False
15,3,Local The Americas Explorer - 15 Days - 3 GB,telna,3072,21.99,False
7,1,Local The Americas Explorer - 7 Days - 1 GB,telna,1024,8.99,False
1,0,Local The Americas Explorer - 1 - 200 MB,telna,200,0.69,False
30,10,Local Digital Nomad - 30 Days - 10 GB,telna,10240,44.99,False
15,5,Local Digital Nomad - 15 Days - 5 GB,telna,5120,22.99,False
15,3,Local Digital Nomad - 15 Days - 3 GB,telna,3072,13.99,False
7,1,Local Digital Nomad - 7 Days - 1 GB,telna,1024,4.69,False
1,1,Local Digital Nomad - 1 Day - 1 GB,telna,1024,1.99,False
1,0,Local Digital Nomad - 1 Day - 500 MB,telna,500,0.99,False
15,5,Local Africa Explorer - 15 Days - 5 GB,telna,5120,49.99,False
15,3,Local Africa Explorer - 15 Days - 3 GB,telna,3072,29.99,False
7,1,Local Africa Explorer - 7 Days - 1 GB,telna,1024,11.99,False
1,0,Local Africa Explorer - 1 - 100 MB,telna,100,0.79,False
15,5,Local Africa Explorer+ - 15 Days - 5 GB,telna,5120,59.99,False
15,3,Local Africa Explorer+ - 15 Days - 3 GB,telna,3072,36.99,False
7,1,Local Africa Explorer+ - 7 Days - 1 GB,telna,1024,14.99,False
1,0,Local Africa Explorer+ - 1 - 100 MB,telna,100,0.89,False
15,3,Local Surfer Explorer - 15 Days - 3 GB,telna,3072,35.99,False
7,2,Local Surfer Explorer - 7 Days - 2 GB,telna,2048,21.99,False
7,1,Local Surfer Explorer - 7 Days - 1 GB,telna,1024,7.49,False
30,20,Local SEA Explorer - 30 Days - 20 GB,telna,20480,20.99,False
30,10,Local SEA Explorer - 30 Days - 10 GB,telna,10240,11.79,False
15,5,Local SEA Explorer - 15 Days - 5 GB,telna,5120,7.19,False
15,3,Local SEA Explorer - 15 Days - 3 GB,telna,3072,4.69,False
7,1,Local SEA Explorer - 7 Days - 1 GB,telna,1024,1.99,False
1,0,Local SEA Explorer - 1 Day - 200 MB,telna,200,0.49,False
30,20,Local Asia 5 Star Explorer - 30 Days - 20 GB,telna,20480,22.99,False
30,10,Local Asia 5 Star Explorer - 30 Days - 10 GB,telna,10240,13.99,False
15,5,Local Asia 5 Star Explorer - 15 Days - 5 GB,telna,5120,7.99,False
15,3,Local Asia 5 Star Explorer - 15 Days - 3 GB,telna,3072,4.99,False
7,1,Local Asia 5 Star Explorer - 7 Days - 1 GB,telna,1024,2.29,False
1,0,Local Asia 5 Star Explorer - 1 Day - 200 MB,telna,200,0.59,False
30,20,Local Nordic Explorer - 30 Days - 20 GB,telna,20480,34.99,False
30,10,Local Nordic Explorer - 30 Days - 10 GB,telna,10240,18.99,False
15,5,Local Nordic Explorer - 15 Days - 5 GB,telna,5120,13.99,False
15,3,Local Nordic Explorer - 15 Days - 3 GB,telna,3072,10.99,False
7,1,Local Nordic Explorer - 7 Days - 1 GB,telna,1024,4.39,False
1,1,Local Nordic Explorer - 1 Day - 1 GB,telna,1024,0.99,False
1,0,Local Nordic Explorer - 1 Day - 500 MB,telna,500,0.69,False
30,10,Local World Explorer 100 - 30 Days - 10 GB,telna,10240,32.99,False
15,5,Local World Explorer 100 - 15 Days - 5 GB,telna,5120,23.99,False
15,3,Local World Explorer 100 - 15 Days - 3 GB,telna,3072,14.99,False
7,1,Local World Explorer 100 - 7 Days - 1 GB,telna,1024,5.99,False
30,50,Local World Explorer 101 - 30 Days - 50 GB,telna,51200,45.99,False
30,10,Local World Explorer 101 - 30 Days - 10 GB,telna,10240,19.99,False
15,5,Local World Explorer 101 - 15 Days - 5 GB,telna,5120,9.99,False
15,3,Local World Explorer 101 - 15 Days - 3 GB,telna,3072,8.73,False
7,1,Local World Explorer 101 - 7 Days - 1 GB,telna,1024,4.98,False
1,0,Local World Explorer 101 - 1 - 200 MB,telna,200,0.69,False
30,10,Local World Explorer + - 30 Days - 10 GB,telna,10240,63.99,False
15,5,Local World Explorer + - 15 Days - 5 GB,telna,5120,33.99,False
15,3,Local World Explorer + - 15 Days - 3 GB,telna,3072,22.99,False
7,1,Local World Explorer + - 7 Days - 1 GB,telna,1024,8.99,False